link,description,influencer,filename,place_name,type,address,isEvent
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Namsan Tower,Landmark,"Namsan Tower,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Bongeunsa Temple,Temple,"Bongeunsa Temple,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Seoul Forest,Park,"Seoul Forest,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Starfield Library,Library,"Starfield Library,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Cheonggyechon Stream,Stream/Park,"Cheonggyechon Stream,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Gyeongbokgung Palace,Palace,"Gyeongbokgung Palace,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Han River,River,"Han River,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Apgujeong Rodeo Street,Street/Shopping District,"Apgujeong Rodeo Street,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Lotte World Tower,Tower/Landmark,"Lotte World Tower,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Itaewon,District,"Itaewon,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Hongdae,District,"Hongdae,Seoul,South Korea",no
https://www.instagram.com/reel/CzlRI4fSz7I/3235067284536639176,"Where would you visit first if you come to Seoul and why??
#bukhonhanokvillage 
#myeongdong 
#namsantower 
#bonguesatemple 
#seoulforest 
#starfieldlibrary 

#gyeongbokgungpalace 
#hanriver 

#foryou #fyp #foryoupage 
#travellife  #travelkorea #seoultravel #blackpinklisa 
#seoul #seoullife #bts #kdrama #blackpink #jungkook #jimin #kpop #studyinkorea #learnkorean #kdramalover  #oppa #saranghae #fangirl #kimchi",seoulvoyeger,2023-11-13_10-16-55_UTC.mp4,Insadong,District,"Insadong,Seoul,South Korea",no
https://www.instagram.com/reel/CzskjWkh6k3/3237122991263820087,"Exploring the unseen beauty of Busan: Somang Stairs Monorail Edition! 🌈🚟

Nestled in the heart of this charming coastal city, it’s a must-visit for a picturesque journey through vibrant steps and a cute little cable car, all leading to breathtaking city views. 🏞️✨ 

Planning your visit? Check out my website for more about Somang Stairs and the enchanting monorail adventure! (Link in bio👆) 

#busantrip #busanhotel #부산여행 #여행릴스 #ReelsTravel #KoreaTravel #소망계단모노레일",ployslittleatlas,2023-11-16_06-13-28_UTC.mp4,Somang Stairs Monorail,South Korea,"Somang Stairs Monorail, Busan",
https://www.instagram.com/reel/CzvGsfhObnc/3237836102882146780,"eating a whole meal for $8 hits different 🤞

My Korean uncle introduced me to this spot years ago and I’ve been going ever since! It’s perfect for a cheap, filling meal and I love getting their noodle dishes 😌

COPY & PASTE 미아리우동집 because the English translation will not show up on Google maps! There are multiple locations across Seoul. You might also have to translate the menu because it will be in Korean 😅

.
.
.
#seoul #southkorea #koreanfood #koreanstreetfood #seoulfood #seoultravel #koreatravel #foodtravel #bibimguksu #kimbap",soosfoods,2023-11-17_05-50-30_UTC.mp4,미아리우동집,South Korea,"미아리우동집, Seoul",
https://www.instagram.com/reel/CzvmX7LoQ7w/3237975426963934960,"Making DIY souvenirs in Seoul. 🏷️ 🇰🇷 

I made customised luggage tags 🧳 ✈️ like this for a few members of family and they loved having something unique from South Korea. 

There are various places to do this across the city. 📍 Today, I’m at 쌈지길 (Ssamziegil) which is a mall and cultural complex in 인사동(Insadong). You’ll find this shop on Level 2.

💸 Price for the DIY bag tag: 
₩10,400 | £6.47 | $8.03 | R148.
Letters and different patches are all prices separately. 

Once you’ve picked 🕵🏻‍♀️ what you want to customise, you choose our your letters, symbols and emojis, lay them out on your item 📏 and then hand them off to the employee in-store. It only takes a few minutes to iron on so you can either wait ⏰ or walk around and come back later. 

There are so many cute different patches (what are they even called?!) to choose from. 🍋 🌻 ✈️ 

☑️ While you’re at Ssamziegil, take a look at the other unique galleries and stores. There’s loads of handmade products and creative shops. 

#Seoul #Insadong #인사동 #WhatToDoInSeoul #DIYLuggageTag#CustomisedLuggageTag #Ssamziegil #Korea #SouveniersInSeoul #SouthKorea #SoloTravel",stormonthehorizon,2023-11-17_10-28-47_UTC.mp4,쌈지길,South Korea,"쌈지길, 인사동, Seoul",
https://www.instagram.com/reel/Czv55xHLUe6/3238061315497740218,"A Chicago latin staple 😝🇨🇴 Donde estan todos mis Colombianas??? 

Who’s been to @pueblitoviejo ???? 

#chicago #chicagofood #chicagorestaurants #chicagolatin #chicagomexican #infatuationchi #chicagofoodie",erica_eatseverything,2023-11-17_13-20-52_UTC.mp4,Pueblito Viejo,USA,"Pueblito Viejo, 5429 N LINCOLN AVE, Chicago",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,온천집,South Korea,"온천집, 서울 강남구 압구정로42길 43",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,니지모리 스튜디오,South Korea,"니지모리 스튜디오, 경기 동두천시 천보산로 567-12",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,우물집,South Korea,"우물집, 서울 종로구 창신길 200",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,청수당공명,South Korea,"청수당공명, 서울 마포구 성미산로 152",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,피켈,South Korea,"피켈, 경기 수원시 영통구 법조로149번길 195 1층",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,고래와,South Korea,"고래와, 서울 용산구 한강대로62길 45-17 지하 1층",
https://www.instagram.com/reel/CzxtgK8vYnx/3238569729928825329,"서울, 비행기 안타고 일본여행 2탄⛩️
서울(근교)에서 느껴보는
일본여행 분위기 + 따수운 겨울 느낌
낭낭한 핫플들 모두 모아봤어요~! 

국내 유일한 대규모의 일본 컨셉 마을과🏯
산장 속 캠핑 감성의 모닥불 분위기 카페🔥
겨울철 빠질 수 없는 미식 여행!!
온천 분위기에서 먹는 스키야키,🍲
모츠나베, 모찌리도후, 라멘 맛집까지🍜
같이 소개해요~

[음식점] 온천집 스키야키
📍서울 강남구 압구정로42길 43 

[관광지] 니지모리 스튜디오
📍경기 동두천시 천보산로 567-12 

[음식점] 우물집
📍서울 종로구 창신길 200 전층

[카페] 청수당공명
📍서울 마포구 성미산로 152

[카페] 피켈
📍경기 수원시 영통구 법조로149번길 195 1층

[음식점] 고래와
📍서울 용산구 한강대로62길 45-17 지하 1층

[음식점] 탄스이카부츠 
📍서울 성동구 연무장5가길 26 B1

[파티룸] 나고리
📍서울 마포구 성미산로16길 35",jutrip.hot,2023-11-18_06-07-24_UTC.mp4,탄스이카부츠,South Korea,"탄스이카부츠, 서울 성동구 연무장5가길 26 B1",
